"Artist_Name","Album_Title","Genre","Composer","Track_Name","Track_Price","InvoiceId","Invoice_Price","SR_ID","SR_firstname","SR_LastName","SR_title","SR_City","SR_state","SR_Country","CustomerId","Customer_FirstName","Customer_LastName","Customer_City","Customer_State","Customer_Country"
Green Day,American Idiot,Alternative & Punk,Green Day,Whatsername,0.99,142,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,56,Diego,Gutiérrez,Buenos Aires,,Argentina
Green Day,American Idiot,Alternative & Punk,Green Day,Whatsername,0.99,354,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
David Coverdale,Into The Light,Rock,David Coverdale,Into The Light,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
David Coverdale,Into The Light,Rock,David Coverdale,River Song,0.99,228,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
David Coverdale,Into The Light,Rock,David Coverdale,She Give Me ...,0.99,,,,,,,,,,,,,,,
David Coverdale,Into The Light,Rock,David Coverdale,Don't You Cry,0.99,17,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,25,Victor,Stevens,Madison,WI,USA
David Coverdale,Into The Light,Rock,David Coverdale/Earl Slick,Love Is Blind,0.99,,,,,,,,,,,,,,,
David Coverdale,Into The Light,Rock,David Coverdale/Earl Slick,Slave,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
David Coverdale,Into The Light,Rock,Bossi/David Coverdale/Earl Slick,Cry For Love,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
David Coverdale,Into The Light,Rock,Bossi/David Coverdale/Earl Slick,Living On Love,0.99,17,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,25,Victor,Stevens,Madison,WI,USA
David Coverdale,Into The Light,Rock,Bossi/David Coverdale/Earl Slick,Living On Love,0.99,228,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
David Coverdale,Into The Light,Rock,David Coverdale/Earl Slick,Midnight Blue,0.99,,,,,,,,,,,,,,,
David Coverdale,Into The Light,Rock,Adrian Vanderberg/David Coverdale,Too Many Tears,0.99,,,,,,,,,,,,,,,
David Coverdale,Into The Light,Rock,David Coverdale/Earl Slick,Don't Lie To Me,0.99,,,,,,,,,,,,,,,
David Coverdale,Into The Light,Rock,David Coverdale,Wherever You May Go,0.99,17,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,25,Victor,Stevens,Madison,WI,USA
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr.,Grito De Alerta,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Gonzaguinha,Meus Momentos,Latin,,Não Dá Mais Pra Segurar (Explode Coração),0.99,228,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
Gonzaguinha,Meus Momentos,Latin,,Começaria Tudo Outra Vez,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Gonzaguinha,Meus Momentos,Latin,,O Que É O Que É ?,0.99,,,,,,,,,,,,,,,
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr/Gonzaguinha,Sangrando,0.99,,,,,,,,,,,,,,,
Gonzaguinha,Meus Momentos,Latin,,"Diga Lá, Coração",0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr.,Lindo Lago Do Amor,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Gonzaguinha,Meus Momentos,Latin,,Eu Apenas Queria Que Voçê Soubesse,0.99,228,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr.,Com A Perna No Mundo,0.99,,,,,,,,,,,,,,,
Gonzaguinha,Meus Momentos,Latin,,E Vamos À Luta,0.99,,,,,,,,,,,,,,,
Gonzaguinha,Meus Momentos,Latin,,Um Homem Também Chora (Guerreiro Menino),0.99,,,,,,,,,,,,,,,
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr,Comportamento Geral,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Gonzaguinha,Meus Momentos,Latin,Gonzaga Jr,Comportamento Geral,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Gonzaguinha,Meus Momentos,Latin,,Ponto De Interrogação,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Gonzaguinha,Meus Momentos,Latin,Gonzaguinha,"Espere Por Mim, Morena",0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee,Balada Do Louco,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee -  Sérgio Dias,Ando Meio Desligado,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee -  Sérgio Dias,Ando Meio Desligado,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Os Mutantes,Minha História,Alternative & Punk,Os Mutantes - Arnolpho Lima Filho,Top Top,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Os Mutantes,Minha História,Alternative & Punk,Caetano Veloso,Baby,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Mutantes,A E O Z,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Caetano Veloso - Gilberto Gil,Panis Et Circenses,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Orestes Barbosa-Sílvio Caldas,Chão De Estrelas,0.99,229,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Os Mutantes,Minha História,Alternative & Punk,Rita Lee - Arnaldo Baptista - Sérgio Baptista,Vida De Cachorro,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Mutantes,Minha História,Alternative & Punk,Gilberto Gil - Caetano Veloso,Bat Macumba,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee,Desculpe Babe,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista/Rita Lee/Sérgio Dias,Rita Lee,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",0.99,124,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,20,Dan,Miller,Mountain View,CA,USA
Os Mutantes,Minha História,Alternative & Punk,B. de Filippi - F. Migliaci - Versão: Fred Jorge,Banho De Lua,0.99,,,,,,,,,,,,,,,
Os Mutantes,Minha História,Alternative & Punk,Arnaldo Baptista - Rita Lee - Sérgio Dias,Meu Refrigerador Não Funciona,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale/Lord/Paice,Burn,0.99,,,,,,,,,,,,,,,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale,Stormbringer,0.99,229,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale/Hughes/Lord/Paice,Gypsy,0.99,,,,,,,,,,,,,,,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale,Lady Double Dealer,0.99,,,,,,,,,,,,,,,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale,Mistreated,0.99,,,,,,,,,,,,,,,
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Gillan/Glover/Lord/Paice,Smoke On The Water,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Gillan/Glover/Lord/Paice,Smoke On The Water,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Deep Purple,MK III The Final Concerts [Disc 1],Rock,Coverdale/Lord/Paice,You Fool No One,0.99,124,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,20,Dan,Miller,Mountain View,CA,USA
Deep Purple,The Final Concerts (Disc 2),Rock,Blackmore/Gillan/Glover/Lord/Paice,Space Truckin',0.99,,,,,,,,,,,,,,,
Deep Purple,The Final Concerts (Disc 2),Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Going Down / Highway Star,0.99,124,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,20,Dan,Miller,Mountain View,CA,USA
Deep Purple,The Final Concerts (Disc 2),Rock,Blackmore/Coverdale,Mistreated (Alternate Version),0.99,,,,,,,,,,,,,,,
Deep Purple,The Final Concerts (Disc 2),Rock,Blackmore/Coverdale/Lord/Paice,You Fool No One (Alternate Version),0.99,,,,,,,,,,,,,,,
Deep Purple,Come Taste The Band,Rock,Bolin/Coverdale/Paice,Comin' Home,0.99,130,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Deep Purple,Come Taste The Band,Rock,Cook/Coverdale,Lady Luck,0.99,,,,,,,,,,,,,,,
Deep Purple,Come Taste The Band,Rock,Bolin/Hughes,Gettin' Tighter,0.99,,,,,,,,,,,,,,,
Deep Purple,Come Taste The Band,Rock,Bolin/Coverdale,Dealer,0.99,,,,,,,,,,,,,,,
Deep Purple,Come Taste The Band,Rock,Bolin/Coverdale,I Need Love,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Come Taste The Band,Rock,Bolin/Coverdale,Drifter,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Come Taste The Band,Rock,Bolin/Coverdale,Love Child,0.99,130,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Deep Purple,Come Taste The Band,Rock,Bolin/Hughes/Lord,This Time Around / Owed to 'G' [Instrumental],0.99,,,,,,,,,,,,,,,
Deep Purple,Come Taste The Band,Rock,Coverdale/Hughes,You Keep On Moving,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Speed King,0.99,,,,,,,,,,,,,,,
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Bloodsucker,0.99,,,,,,,,,,,,,,,
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Child In Time,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Flight Of The Rat,0.99,130,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Into The Fire,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Living Wreck,0.99,,,,,,,,,,,,,,,
Deep Purple,Deep Purple In Rock,Rock,"Blackmore, Gillan, Glover, Lord, Paice",Hard Lovin' Man,0.99,,,,,,,,,,,,,,,
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Fireball,0.99,,,,,,,,,,,,,,,
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",No No No,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",No No No,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Strange Kind Of Woman,0.99,130,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Anyone's Daughter,0.99,,,,,,,,,,,,,,,
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",The Mule,0.99,,,,,,,,,,,,,,,
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Fools,0.99,,,,,,,,,,,,,,,
Deep Purple,Fireball,Rock,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",No One Came,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover",Knocking At Your Back Door,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",Bad Attitude,0.99,,,,,,,,,,,,,,,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Child In Time (Son Of Aleric - Instrumental),0.99,,,,,,,,,,,,,,,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Nobody's Home,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Black Night,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover",Perfect Strangers,0.99,,,,,,,,,,,,,,,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",The Unwritten Law,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",Call Of The Wild,0.99,,,,,,,,,,,,,,,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,South,Hush,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Smoke On The Water,0.99,,,,,,,,,,,,,,,
Deep Purple,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",Space Trucking,0.99,,,,,,,,,,,,,,,
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Highway Star,0.99,,,,,,,,,,,,,,,
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Maybe I'm A Leo,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Maybe I'm A Leo,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Pictures Of Home,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Never Before,0.99,,,,,,,,,,,,,,,
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Smoke On The Water,0.99,,,,,,,,,,,,,,,
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Lazy,0.99,,,,,,,,,,,,,,,
Deep Purple,Machine Head,Rock,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Space Truckin',0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Vavoom : Ted The Mechanic,0.99,25,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,10,Eduardo,Martins,São Paulo,SP,Brazil
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Loosen My Strings,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Soon Forgotten,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Sometimes I Feel Like Screaming,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Cascades : I'm Not Your Lover,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",The Aviator,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Rosa's Cantina,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",A Castle Full Of Rascals,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",A Touch Away,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Hey Cisco,0.99,26,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Somebody Stole My Guitar,0.99,,,,,,,,,,,,,,,
Deep Purple,Purpendicular,Rock,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",The Purpendicular Waltz,0.99,,,,,,,,,,,,,,,
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner",King Of Dreams,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner, Lord, Paice",The Cut Runs Deep,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner, Lord, Paice",Fire In The Basement,0.99,,,,,,,,,,,,,,,
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner",Truth Hurts,0.99,,,,,,,,,,,,,,,
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner",Breakfast In Bed,0.99,,,,,,,,,,,,,,,
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner",Love Conquers All,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner, Lord, Paice",Fortuneteller,0.99,26,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
Deep Purple,Slaves And Masters,Rock,"Turner, Held, Greenwood",Too Much Is Not Enough,0.99,,,,,,,,,,,,,,,
Deep Purple,Slaves And Masters,Rock,"Blackmore, Glover, Turner, Lord, Paice",Wicked Ways,0.99,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,Rock,D.Coverdale/R.Blackmore/Ritchie Blackmore,Stormbringer,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,Stormbringer,Rock,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,Love Don't Mean a Thing,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,Stormbringer,Rock,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,Holy Man,0.99,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,Rock,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,Hold On,0.99,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,Rock,D.Coverdale/R.Blackmore/Ritchie Blackmore,Lady Double Dealer,0.99,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,Rock,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,You Can't Do it Right (With the One You Love),0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,Stormbringer,Rock,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,High Ball Shooter,0.99,26,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
Deep Purple,Stormbringer,Rock,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,The Gypsy,0.99,,,,,,,,,,,,,,,
Deep Purple,Stormbringer,Rock,D.Coverdale/R.Blackmore/Ritchie Blackmore,Soldier Of Fortune,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,ian paice/jon lord,The Battle Rages On,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Deep Purple,The Battle Rages On,Rock,roger glover,Lick It Up,0.99,131,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,58,Manoj,Pareek,Delhi,,India
Deep Purple,The Battle Rages On,Rock,jon lord/roger glover,Anya,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,roger glover,Talk About Love,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,roger glover,Time To Kill,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,roger glover,Ramshackle Man,0.99,236,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Deep Purple,The Battle Rages On,Rock,roger glover,A Twist In The Tail,0.99,26,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,19,Tim,Goyer,Cupertino,CA,USA
Deep Purple,The Battle Rages On,Rock,jon lord/roger glover,Nasty Piece Of Work,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,roger glover,Solitaire,0.99,,,,,,,,,,,,,,,
Deep Purple,The Battle Rages On,Rock,roger glover,One Man's Meat,0.99,341,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Santana,Supernatural,Rock,Santana,(Da Le) Yaleo,0.99,,,,,,,,,,,,,,,
Santana,Supernatural,Rock,Carlos Santana & Dave Matthews,Love Of My Life,0.99,229,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Santana,Supernatural,Rock,E. Shrody,Put Your Lights On,0.99,19,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,40,Dominique,Lefebvre,Paris,,France
Santana,Supernatural,Rock,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",Africa Bamba,0.99,,,,,,,,,,,,,,,
Santana,Supernatural,Rock,M. Itaal Shur & Rob Thomas,Smooth,0.99,,,,,,,,,,,,,,,
Santana,Supernatural,Rock,L. Hill,Do You Like The Way,0.99,334,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
